,Crop,Crop_Year,Season,State,Annual_Rainfall,Yield,Fertilizer_per_ha,Pesticide_per_ha
15058,other  rabi pulses,2016,rabi,manipur,2039.8,0.931111111,153.25,0.35
15059,other kharif pulses,2016,kharif,manipur,2039.8,1.138888889,153.25,0.35000000000000003
15060,peas & beans (pulses),2016,rabi,manipur,2039.8,0.925555556,153.25,0.35
15061,potato,2016,whole year,manipur,2039.8,8.3,153.25,0.35
15062,rapeseed &mustard,2016,rabi,manipur,2039.8,0.853333333,153.25,0.35
15063,rice,2016,kharif,manipur,2039.8,2.313333333,153.25,0.35
15064,soyabean,2016,kharif,manipur,2039.8,0.845555556,153.25,0.35
15065,sugarcane,2016,whole year,manipur,2039.8,54.38111111,153.25,0.35
15066,turmeric,2016,whole year,manipur,2039.8,11.78333333,153.25,0.35000000000000003
15067,urad,2016,kharif,manipur,2039.8,1.144444444,153.25,0.35000000000000003
15068,wheat,2016,rabi,manipur,2039.8,2.503333333,153.25,0.35
15069,arhar/tur,2016,kharif,mizoram,2626.8,1.191428571,153.25,0.35000000000000003
15070,arhar/tur,2016,rabi,mizoram,2626.8,0.89,153.25,0.35000000000000003
15071,cotton(lint),2016,kharif,mizoram,2626.8,0.426666667,153.25,0.35000000000000003
15072,cowpea(lobia),2016,kharif,mizoram,2626.8,1.1375,153.25,0.35000000000000003
15073,cowpea(lobia),2016,rabi,mizoram,2626.8,1.1525,153.25,0.35
15074,maize,2016,kharif,mizoram,2626.8,1.665,153.25,0.35
15075,maize,2016,rabi,mizoram,2626.8,1.73,153.25,0.35
15076,onion,2016,rabi,mizoram,2626.8,3.63,153.25,0.35
15077,other  rabi pulses,2016,rabi,mizoram,2626.8,1.76875,153.25,0.35
15078,other kharif pulses,2016,kharif,mizoram,2626.8,1.33625,153.25,0.35
15079,potato,2016,kharif,mizoram,2626.8,3.75,153.25,0.35000000000000003
15080,potato,2016,rabi,mizoram,2626.8,5.81,153.25,0.35000000000000003
15081,rapeseed &mustard,2016,rabi,mizoram,2626.8,0.91,153.25,0.35
15082,rice,2016,autumn,mizoram,2626.8,1.21125,153.25,0.35
15083,rice,2016,kharif,mizoram,2626.8,2.2325,153.25,0.35
15084,rice,2016,rabi,mizoram,2626.8,2.21,153.25,0.35000000000000003
15085,sesamum,2016,kharif,mizoram,2626.8,0.7225,153.25,0.35
15086,soyabean,2016,kharif,mizoram,2626.8,1.4825,153.25,0.35
15087,sugarcane,2016,whole year,mizoram,2626.8,30.9975,153.25,0.35
15088,tapioca,2016,kharif,mizoram,2626.8,10.20666667,153.25,0.35
15089,tobacco,2016,whole year,mizoram,2626.8,0.69,153.25,0.35000000000000003
15090,arhar/tur,2016,kharif,nagaland,1959.8,0.901818182,153.25,0.35
15091,bajra,2016,kharif,nagaland,1959.8,0.995454545,153.25,0.35
15092,barley,2016,rabi,nagaland,1959.8,1.028181818,153.25,0.35
15093,castor seed,2016,kharif,nagaland,1959.8,0.624444444,153.25,0.35
15094,cotton(lint),2016,kharif,nagaland,1959.8,0.615,153.25,0.35
15095,cowpea(lobia),2016,kharif,nagaland,1959.8,1.453333333,153.25,0.35
15096,ginger,2016,kharif,nagaland,1959.8,9.126363636,153.25,0.35
15097,gram,2016,rabi,nagaland,1959.8,0.818181818,153.25,0.35
15098,groundnut,2016,kharif,nagaland,1959.8,1.02,153.25,0.35
15099,horse-gram,2016,kharif,nagaland,1959.8,1.040909091,153.25,0.35
15100,jowar,2016,kharif,nagaland,1959.8,0.96,153.25,0.35
15101,jute,2016,kharif,nagaland,1959.8,1.905,153.25,0.35
15102,linseed,2016,rabi,nagaland,1959.8,0.807272727,153.25,0.35
15103,maize,2016,kharif,nagaland,1959.8,1.98,153.25,0.35
15104,maize,2016,rabi,nagaland,1959.8,1.978333333,153.25,0.35
15105,masoor,2016,rabi,nagaland,1959.8,0.817777778,153.25,0.35
15106,mesta,2016,kharif,nagaland,1959.8,1.098181818,153.25,0.35
15107,moong(green gram),2016,kharif,nagaland,1959.8,1.008888889,153.25,0.35
15108,niger seed,2016,kharif,nagaland,1959.8,1.083636364,153.25,0.35
15109,niger seed,2016,rabi,nagaland,1959.8,0.96,153.25,0.35
15110,other  rabi pulses,2016,rabi,nagaland,1959.8,1.264444444,153.25,0.35
15111,other kharif pulses,2016,kharif,nagaland,1959.8,1.203,153.25,0.35
15112,peas & beans (pulses),2016,kharif,nagaland,1959.8,1.354,153.25,0.35
15113,peas & beans (pulses),2016,rabi,nagaland,1959.8,1.101818182,153.25,0.35
15114,potato,2016,rabi,nagaland,1959.8,10.0,153.25,0.35
15115,ragi,2016,kharif,nagaland,1959.8,1.001428571,153.25,0.35
15116,rapeseed &mustard,2016,rabi,nagaland,1959.8,1.012727273,153.25,0.35
15117,rice,2016,kharif,nagaland,1959.8,2.391818182,153.25,0.35
15118,rice,2016,rabi,nagaland,1959.8,2.79,153.25,0.35
15119,sesamum,2016,kharif,nagaland,1959.8,0.606363636,153.25,0.35
15120,small millets,2016,kharif,nagaland,1959.8,1.12,153.25,0.35
15121,soyabean,2016,kharif,nagaland,1959.8,1.245454545,153.25,0.35
15122,sugarcane,2016,kharif,nagaland,1959.8,43.71090909,153.25,0.35
15123,sunflower,2016,kharif,nagaland,1959.8,0.843333333,153.25,0.35
15124,sunflower,2016,rabi,nagaland,1959.8,0.616,153.25,0.35
15125,sweet potato,2016,kharif,nagaland,1959.8,8.512727273,153.25,0.35
15126,tapioca,2016,kharif,nagaland,1959.8,20.24818182,153.25,0.35
15127,urad,2016,rabi,nagaland,1959.8,0.806363636,153.25,0.35
15128,wheat,2016,rabi,nagaland,1959.8,1.838888889,153.25,0.35
15129,other oilseeds,2016,kharif,nagaland,1959.8,0.6,153.25,0.35
15130,arhar/tur,2016,kharif,punjab,635.9,0.902857143,153.25,0.35
15131,bajra,2016,kharif,punjab,635.9,0.55,153.25,0.35
15132,barley,2016,rabi,punjab,635.9,3.753333333,153.25,0.35
15133,cotton(lint),2016,kharif,punjab,635.9,4.2325,153.25,0.35
15134,gram,2016,rabi,punjab,635.9,1.404285714,153.25,0.35
15135,groundnut,2016,kharif,punjab,635.9,1.95,153.25,0.35
15136,guar seed,2016,kharif,punjab,635.9,1.04125,153.25,0.35
15137,maize,2016,kharif,punjab,635.9,3.600769231,153.25,0.35
15138,masoor,2016,rabi,punjab,635.9,0.5425,153.25,0.35
15139,moong(green gram),2016,kharif,punjab,635.9,0.8025,153.25,0.35
15140,peas & beans (pulses),2016,rabi,punjab,635.9,1.375,153.25,0.35
15141,rapeseed &mustard,2016,rabi,punjab,635.9,1.461818182,153.25,0.35
15142,rice,2016,kharif,punjab,635.9,4.066818182,153.25,0.35
15143,sesamum,2016,kharif,punjab,635.9,0.308,153.25,0.35
15144,sugarcane,2016,whole year,punjab,635.9,83.69333333,153.25,0.35
15145,sunflower,2016,rabi,punjab,635.9,1.595,153.25,0.35
15146,urad,2016,kharif,punjab,635.9,0.684,153.25,0.35
15147,wheat,2016,rabi,punjab,635.9,4.975,153.25,0.35
15148,arhar/tur,2016,kharif,telangana,942.6,0.711,153.25,0.35000000000000003
15149,arhar/tur,2016,rabi,telangana,942.6,0.728235294,153.25,0.35
15150,bajra,2016,kharif,telangana,942.6,0.89,153.25,0.35000000000000003
15151,bajra,2016,rabi,telangana,942.6,0.87875,153.25,0.35000000000000003
15152,banana,2016,kharif,telangana,942.6,45.93,153.25,0.35
15153,cashewnut,2016,kharif,telangana,942.6,0.395,153.25,0.35000000000000003
15154,castor seed,2016,kharif,telangana,942.6,0.538333333,153.25,0.35000000000000003
15155,castor seed,2016,rabi,telangana,942.6,0.521666667,153.25,0.35
15156,coriander,2016,kharif,telangana,942.6,0.575,153.25,0.35000000000000003
15157,coriander,2016,rabi,telangana,942.6,0.627,153.25,0.35
15158,cotton(lint),2016,kharif,telangana,942.6,2.445666667,153.25,0.35
15159,cowpea(lobia),2016,kharif,telangana,942.6,0.55,153.25,0.35000000000000003
15160,cowpea(lobia),2016,rabi,telangana,942.6,1.1,153.25,0.35
15161,dry chillies,2016,kharif,telangana,942.6,3.338666667,153.25,0.35
15162,dry chillies,2016,rabi,telangana,942.6,5.504347826,153.25,0.35000000000000003
15163,garlic,2016,rabi,telangana,942.6,2.74,153.25,0.35
15164,ginger,2016,kharif,telangana,942.6,6.998,153.25,0.35
15165,ginger,2016,rabi,telangana,942.6,6.985,153.25,0.35000000000000003
15166,gram,2016,rabi,telangana,942.6,1.324827586,153.25,0.35
15167,groundnut,2016,kharif,telangana,942.6,2.272380952,153.25,0.35
15168,groundnut,2016,rabi,telangana,942.6,1.996896552,153.25,0.35
15169,horse-gram,2016,kharif,telangana,942.6,0.395714286,153.25,0.35
15170,horse-gram,2016,rabi,telangana,942.6,0.360625,153.25,0.35
15171,jowar,2016,kharif,telangana,942.6,0.840526316,153.25,0.35
15172,jowar,2016,rabi,telangana,942.6,1.1768,153.25,0.35
15173,maize,2016,kharif,telangana,942.6,3.304333333,153.25,0.35000000000000003
15174,maize,2016,rabi,telangana,942.6,6.661666667,153.25,0.35
15175,moong(green gram),2016,kharif,telangana,942.6,0.648666667,153.25,0.35
15176,moong(green gram),2016,rabi,telangana,942.6,0.90962963,153.25,0.35000000000000003
15177,onion,2016,kharif,telangana,942.6,15.68529412,153.25,0.35000000000000003
15178,onion,2016,rabi,telangana,942.6,31.11925926,153.25,0.35000000000000003
15179,potato,2016,kharif,telangana,942.6,10.795,153.25,0.35
15180,potato,2016,rabi,telangana,942.6,10.56111111,153.25,0.35000000000000003
15181,ragi,2016,kharif,telangana,942.6,1.094285714,153.25,0.35000000000000003
15182,ragi,2016,rabi,telangana,942.6,1.1075,153.25,0.35
15183,rice,2016,kharif,telangana,942.6,3.229666667,153.25000005622078,0.35
15184,rice,2016,rabi,telangana,942.6,3.585,153.2500000532355,0.35
15185,safflower,2016,kharif,telangana,942.6,1.0,153.25,0.35
15186,safflower,2016,rabi,telangana,942.6,0.731111111,153.25,0.35000000000000003
15187,sesamum,2016,kharif,telangana,942.6,0.150555556,153.25,0.35
15188,sesamum,2016,rabi,telangana,942.6,0.807272727,153.25,0.35000000000000003
15189,small millets,2016,kharif,telangana,942.6,0.943333333,153.25,0.35000000000000003
15190,small millets,2016,rabi,telangana,942.6,1.0,153.25,0.35
15191,soyabean,2016,kharif,telangana,942.6,1.270714286,153.25,0.35000000000000003
15192,soyabean,2016,rabi,telangana,942.6,0.985,153.25,0.35000000000000003
15193,sugarcane,2016,kharif,telangana,942.6,65.524,153.25,0.35000000000000003
15194,sunflower,2016,kharif,telangana,942.6,0.862,153.25,0.35000000000000003
15195,sunflower,2016,rabi,telangana,942.6,1.781428571,153.25,0.35
15196,sweet potato,2016,rabi,telangana,942.6,9.564,153.25,0.35000000000000003
15197,tobacco,2016,kharif,telangana,942.6,3.134,153.25,0.35
15198,tobacco,2016,rabi,telangana,942.6,3.896923077,153.25,0.35
15199,turmeric,2016,kharif,telangana,942.6,5.839166667,153.25,0.35
15200,turmeric,2016,rabi,telangana,942.6,6.0,153.25,0.35
15201,urad,2016,kharif,telangana,942.6,0.826666667,153.25,0.35
15202,urad,2016,rabi,telangana,942.6,0.820416667,153.25,0.35000000000000003
15203,wheat,2016,rabi,telangana,942.6,1.223571429,153.25,0.35000000000000003
15204,arhar/tur,2016,kharif,tripura,2475.3,0.70875,153.25,0.35
15205,cotton(lint),2016,kharif,tripura,2475.3,1.55125,153.25,0.35
15206,cowpea(lobia),2016,kharif,tripura,2475.3,0.6375,153.25,0.35
15207,gram,2016,rabi,tripura,2475.3,0.60375,153.25,0.35
15208,groundnut,2016,kharif,tripura,2475.3,1.305,153.25,0.35000000000000003
15209,groundnut,2016,rabi,tripura,2475.3,1.59125,153.25,0.35
15210,jowar,2016,kharif,tripura,2475.3,0.79625,153.25,0.35000000000000003
15211,jute,2016,kharif,tripura,2475.3,9.11125,153.25,0.35
15212,linseed,2016,rabi,tripura,2475.3,0.694285714,153.25,0.35
15213,maize,2016,kharif,tripura,2475.3,1.38375,153.25,0.35000000000000003
15214,maize,2016,rabi,tripura,2475.3,1.56,153.25,0.35
15215,masoor,2016,rabi,tripura,2475.3,0.6675,153.25,0.35
15216,mesta,2016,kharif,tripura,2475.3,8.505,153.25,0.35000000000000003
15217,moong(green gram),2016,kharif,tripura,2475.3,0.55,153.25,0.35
15218,moong(green gram),2016,rabi,tripura,2475.3,0.61375,153.25,0.35
15219,other  rabi pulses,2016,rabi,tripura,2475.3,0.85,153.25,0.35
15220,other kharif pulses,2016,kharif,tripura,2475.3,0.966,153.25,0.35000000000000003
15221,peas & beans (pulses),2016,rabi,tripura,2475.3,0.86875,153.25,0.35
15222,rapeseed &mustard,2016,rabi,tripura,2475.3,0.8175,153.25,0.35
15223,rice,2016,autumn,tripura,2475.3,2.5475,153.25,0.35000000000000003
15224,rice,2016,kharif,tripura,2475.3,1.05875,153.25,0.35000000000000003
15225,rice,2016,summer,tripura,2475.3,3.145,153.25,0.35000000000000003
15226,rice,2016,winter,tripura,2475.3,3.05375,153.25,0.35
15227,sesamum,2016,kharif,tripura,2475.3,0.59125,153.25,0.35
15228,small millets,2016,kharif,tripura,2475.3,0.80125,153.25,0.35000000000000003
15229,soyabean,2016,rabi,tripura,2475.3,0.85875,153.25,0.35
15230,sugarcane,2016,whole year,tripura,2475.3,54.71125,153.25,0.35
15231,urad,2016,kharif,tripura,2475.3,0.565,153.25,0.35
15232,urad,2016,rabi,tripura,2475.3,0.7625,153.25,0.35
15233,wheat,2016,rabi,tripura,2475.3,2.25625,153.25,0.35
15234,arhar/tur,2016,kharif,uttar pradesh,965.3,1.052222222,153.25,0.35000000000000003
15235,bajra,2016,kharif,uttar pradesh,965.3,1.466875,153.2500000551163,0.35
15236,banana,2016,summer,uttar pradesh,965.3,55.18416667,153.25,0.35
15237,barley,2016,rabi,uttar pradesh,965.3,2.778266667,153.25,0.35
15238,coriander,2016,rabi,uttar pradesh,965.3,0.533283582,153.25,0.35
15239,cotton(lint),2016,kharif,uttar pradesh,965.3,0.357272727,153.25,0.35
15240,dry chillies,2016,kharif,uttar pradesh,965.3,0.933287671,153.25,0.35
15241,garlic,2016,rabi,uttar pradesh,965.3,6.333114754,153.25,0.35000000000000003
15242,ginger,2016,kharif,uttar pradesh,965.3,4.085714286,153.25,0.35000000000000003
15243,gram,2016,rabi,uttar pradesh,965.3,1.237164179,153.25,0.35000000000000003
15244,groundnut,2016,kharif,uttar pradesh,965.3,0.933898305,153.25,0.35000000000000003
15245,guar seed,2016,kharif,uttar pradesh,965.3,0.732537313,153.25,0.35000000000000003
15246,jowar,2016,kharif,uttar pradesh,965.3,1.03877193,153.25,0.35000000000000003
15247,linseed,2016,rabi,uttar pradesh,965.3,0.505862069,153.25,0.35000000000000003
15248,maize,2016,kharif,uttar pradesh,965.3,1.737808219,153.25000006875393,0.35000000000000003
15249,maize,2016,rabi,uttar pradesh,965.3,2.64037037,153.25,0.35
15250,maize,2016,summer,uttar pradesh,965.3,1.884827586,153.25,0.35000000000000003
15251,masoor,2016,rabi,uttar pradesh,965.3,0.943066667,153.25,0.35
15252,moong(green gram),2016,kharif,uttar pradesh,965.3,0.468474576,153.25,0.35
15253,moong(green gram),2016,summer,uttar pradesh,965.3,0.66015625,153.25,0.35000000000000003
15254,onion,2016,rabi,uttar pradesh,965.3,13.93273973,153.25,0.35
15255,onion,2016,summer,uttar pradesh,965.3,13.28542857,153.25,0.35
15256,peas & beans (pulses),2016,rabi,uttar pradesh,965.3,1.337671233,153.25,0.35000000000000003
15257,potato,2016,rabi,uttar pradesh,965.3,23.69093333,153.25,0.35000000000000003
15258,rapeseed &mustard,2016,rabi,uttar pradesh,965.3,1.165866667,153.25,0.35
15259,rice,2016,kharif,uttar pradesh,965.3,2.3668,153.2500000083813,0.35
15260,rice,2016,summer,uttar pradesh,965.3,2.484117647,153.25,0.35000000000000003
15261,sannhamp,2016,kharif,uttar pradesh,965.3,0.238125,153.25,0.35
15262,sesamum,2016,kharif,uttar pradesh,965.3,0.214090909,153.25,0.35
15263,small millets,2016,kharif,uttar pradesh,965.3,0.516071429,153.25,0.35
15264,small millets,2016,summer,uttar pradesh,965.3,0.96,153.25,0.35000000000000003
15265,soyabean,2016,kharif,uttar pradesh,965.3,0.692307692,153.25,0.35
15266,sugarcane,2016,kharif,uttar pradesh,965.3,64.83346667,153.25000002314985,0.35
15267,sunflower,2016,summer,uttar pradesh,965.3,1.163076923,153.25,0.35
15268,sweet potato,2016,kharif,uttar pradesh,965.3,11.15094595,153.25,0.35
15269,tobacco,2016,rabi,uttar pradesh,965.3,4.363333333,153.25,0.35
15270,tobacco,2016,summer,uttar pradesh,965.3,1.97625,153.25,0.35
15271,turmeric,2016,rabi,uttar pradesh,965.3,1.2534375,153.25,0.35000000000000003
15272,urad,2016,kharif,uttar pradesh,965.3,0.587123288,153.25,0.35000000000000003
15273,urad,2016,summer,uttar pradesh,965.3,0.6740625,153.25,0.35
15274,wheat,2016,rabi,uttar pradesh,965.3,3.558666667,153.24999997470894,0.35
15275,arhar/tur,2016,kharif,uttarakhand,1580.9,0.722,153.25,0.35
15276,barley,2016,rabi,uttarakhand,1580.9,1.350769231,153.25,0.35
15277,garlic,2016,whole year,uttarakhand,1580.9,5.307142857,153.25,0.35
15278,gram,2016,rabi,uttarakhand,1580.9,0.687,153.25,0.35000000000000003
15279,groundnut,2016,kharif,uttarakhand,1580.9,1.296,153.25,0.35
15280,horse-gram,2016,kharif,uttarakhand,1580.9,0.831818182,153.25,0.35
15281,linseed,2016,rabi,uttarakhand,1580.9,0.253333333,153.25,0.35
15282,maize,2016,kharif,uttarakhand,1580.9,1.57,153.25,0.35
15283,maize,2016,summer,uttarakhand,1580.9,1.705,153.25,0.35
15284,masoor,2016,rabi,uttarakhand,1580.9,0.740769231,153.25,0.35
15285,moong(green gram),2016,kharif,uttarakhand,1580.9,0.333333333,153.25,0.35
15286,moong(green gram),2016,summer,uttarakhand,1580.9,1.0,153.25,0.35000000000000003
15287,moth,2016,kharif,uttarakhand,1580.9,0.215,153.25,0.35
15288,onion,2016,whole year,uttarakhand,1580.9,7.258333333,153.25,0.35000000000000003
15289,other  rabi pulses,2016,rabi,uttarakhand,1580.9,0.816,153.25,0.35000000000000003
15290,other cereals,2016,kharif,uttarakhand,1580.9,0.546666667,153.25,0.35
15291,other cereals,2016,rabi,uttarakhand,1580.9,1.424,153.25,0.35000000000000003
15292,other kharif pulses,2016,kharif,uttarakhand,1580.9,0.9125,153.25,0.35
15293,other summer pulses,2016,summer,uttarakhand,1580.9,0.58,153.25,0.35000000000000003
15294,peas & beans (pulses),2016,rabi,uttarakhand,1580.9,0.680833333,153.25,0.35000000000000003
15295,potato,2016,kharif,uttarakhand,1580.9,9.679090909,153.25,0.35000000000000003
15296,potato,2016,rabi,uttarakhand,1580.9,11.89615385,153.25,0.35
15297,ragi,2016,kharif,uttarakhand,1580.9,1.542727273,153.25,0.35
15298,rapeseed &mustard,2016,rabi,uttarakhand,1580.9,0.738461538,153.25,0.35000000000000003
15299,rice,2016,kharif,uttarakhand,1580.9,1.779230769,153.25,0.35000000000000003
15300,rice,2016,summer,uttarakhand,1580.9,3.77,153.25,0.35000000000000003
15301,sesamum,2016,kharif,uttarakhand,1580.9,0.258333333,153.25,0.35
15302,small millets,2016,kharif,uttarakhand,1580.9,1.303636364,153.25,0.35000000000000003
15303,soyabean,2016,kharif,uttarakhand,1580.9,0.904166667,153.25,0.35
15304,sugarcane,2016,whole year,uttarakhand,1580.9,63.694,153.25,0.35
15305,sunflower,2016,kharif,uttarakhand,1580.9,0.57,153.25,0.35000000000000003
15306,tobacco,2016,whole year,uttarakhand,1580.9,1.89,153.25,0.35
15307,turmeric,2016,whole year,uttarakhand,1580.9,1.975,153.25,0.35
15308,urad,2016,kharif,uttarakhand,1580.9,0.862307692,153.25,0.35000000000000003
15309,urad,2016,summer,uttarakhand,1580.9,0.716666667,153.25,0.35000000000000003
15310,wheat,2016,rabi,uttarakhand,1580.9,1.962307692,153.25,0.35
15311,other oilseeds,2016,kharif,uttarakhand,1580.9,0.743333333,153.25,0.35000000000000003
15312,other oilseeds,2016,rabi,uttarakhand,1580.9,0.855,153.25,0.35
15313,arhar/tur,2016,rabi,jharkhand,1296.3,1.691363636,153.25,0.35
15314,gram,2016,rabi,jharkhand,1296.3,1.09625,153.25,0.35000000000000003
15315,maize,2016,autumn,jharkhand,1296.3,2.102608696,153.25,0.35000000000000003
15316,onion,2016,rabi,jharkhand,1296.3,7.856666667,153.25,0.35
15317,potato,2016,rabi,jharkhand,1296.3,10.60166667,153.25,0.35000000000000003
15318,potato,2016,winter,jharkhand,1296.3,8.624285714,153.25,0.35000000000000003
15319,ragi,2016,autumn,jharkhand,1296.3,0.992666667,153.25,0.35000000000000003
15320,rapeseed &mustard,2016,rabi,jharkhand,1296.3,0.967826087,153.25,0.35
15321,rice,2016,autumn,jharkhand,1296.3,0.912,153.25,0.35
15322,rice,2016,winter,jharkhand,1296.3,2.251666667,153.25000004152366,0.35
15323,urad,2016,autumn,jharkhand,1296.3,1.117368421,153.25,0.35
15324,wheat,2016,rabi,jharkhand,1296.3,2.145416667,153.25,0.35000000000000003
15325,arhar/tur,2016,rabi,west bengal,1795.8,1.272857143,153.25,0.35000000000000003
15326,bajra,2016,kharif,west bengal,1795.8,0.315,153.25,0.35000000000000003
15327,barley,2016,rabi,west bengal,1795.8,1.428571429,153.25,0.35000000000000003
15328,castor seed,2016,kharif,west bengal,1795.8,0.63,153.25,0.35
15330,cotton(lint),2016,kharif,west bengal,1795.8,3.17,153.25,0.35
15331,gram,2016,rabi,west bengal,1795.8,1.035,153.25,0.35000000000000003
15332,groundnut,2016,autumn,west bengal,1795.8,1.141818182,153.25,0.35
15333,groundnut,2016,rabi,west bengal,1795.8,1.801333333,153.25,0.35
15334,groundnut,2016,summer,west bengal,1795.8,2.290666667,153.25,0.35000000000000003
15335,horse-gram,2016,rabi,west bengal,1795.8,0.683333333,153.25,0.35
15336,jowar,2016,autumn,west bengal,1795.8,0.38,153.25,0.35
15337,jute,2016,kharif,west bengal,1795.8,16.75789474,153.25,0.35
15338,khesari,2016,rabi,west bengal,1795.8,1.154761905,153.25,0.35
15339,linseed,2016,rabi,west bengal,1795.8,0.375625,153.25,0.35
15340,maize,2016,autumn,west bengal,1795.8,2.783333333,153.25,0.35000000000000003
15341,maize,2016,rabi,west bengal,1795.8,3.726666667,153.25,0.35
15342,maize,2016,summer,west bengal,1795.8,3.493333333,153.25,0.35
15343,masoor,2016,rabi,west bengal,1795.8,0.783333333,153.25,0.35000000000000003
15344,mesta,2016,kharif,west bengal,1795.8,10.55714286,153.25,0.35
15345,moong(green gram),2016,kharif,west bengal,1795.8,0.790833333,153.25,0.35000000000000003
15346,moong(green gram),2016,rabi,west bengal,1795.8,0.779090909,153.25,0.35
15347,moong(green gram),2016,summer,west bengal,1795.8,0.810526316,153.25,0.35
15348,moth,2016,rabi,west bengal,1795.8,0.94,153.25,0.35
15349,niger seed,2016,kharif,west bengal,1795.8,0.62,153.25,0.35000000000000003
15350,other  rabi pulses,2016,rabi,west bengal,1795.8,0.562,153.25,0.35
15351,other kharif pulses,2016,kharif,west bengal,1795.8,0.562857143,153.25,0.35000000000000003
15352,peas & beans (pulses),2016,rabi,west bengal,1795.8,1.132631579,153.25,0.35
15353,potato,2016,rabi,west bengal,1795.8,29.99272727,153.25,0.35
15354,potato,2016,summer,west bengal,1795.8,7.125,153.25,0.35
15355,ragi,2016,autumn,west bengal,1795.8,0.815,153.25,0.35
15356,rapeseed &mustard,2016,rabi,west bengal,1795.8,0.867727273,153.25,0.35
15357,rice,2016,autumn,west bengal,1795.8,2.493809524,153.25,0.35000000000000003
15358,rice,2016,summer,west bengal,1795.8,3.244285714,153.25000004218055,0.35
15359,rice,2016,winter,west bengal,1795.8,2.691363636,153.25000001261512,0.35
15360,safflower,2016,kharif,west bengal,1795.8,0.868571429,153.25,0.35000000000000003
15361,sannhamp,2016,kharif,west bengal,1795.8,4.28,153.25,0.35
15362,sesamum,2016,autumn,west bengal,1795.8,0.781111111,153.25,0.35
15363,sesamum,2016,summer,west bengal,1795.8,0.863809524,153.25,0.35
15364,sesamum,2016,winter,west bengal,1795.8,0.694,153.25,0.35
15365,small millets,2016,autumn,west bengal,1795.8,0.4675,153.25,0.35
15366,small millets,2016,rabi,west bengal,1795.8,0.98,153.25,0.35000000000000003
15367,soyabean,2016,kharif,west bengal,1795.8,0.6275,153.25,0.35
15368,sugarcane,2016,whole year,west bengal,1795.8,72.57105263,153.25,0.35
15369,sunflower,2016,kharif,west bengal,1795.8,1.32625,153.25,0.35
15370,tobacco,2016,whole year,west bengal,1795.8,1.294,153.25,0.35
15371,urad,2016,kharif,west bengal,1795.8,0.65,153.25,0.35
15372,urad,2016,rabi,west bengal,1795.8,0.939166667,153.25,0.35
15373,wheat,2016,rabi,west bengal,1795.8,2.394545455,153.25,0.35000000000000003
15374,arhar/tur,2017,kharif,arunachal pradesh,2745.5,0.777857143,157.44,0.37999999999999995
15375,dry chillies,2017,whole year,arunachal pradesh,2745.5,2.7925,157.44,0.38
15376,ginger,2017,whole year,arunachal pradesh,2745.5,6.07,157.44,0.38
15377,groundnut,2017,kharif,arunachal pradesh,2745.5,1.265,157.44,0.38
15378,maize,2017,kharif,arunachal pradesh,2745.5,1.628,157.44,0.38
15379,masoor,2017,rabi,arunachal pradesh,2745.5,0.581,157.44,0.38
15380,moong(green gram),2017,kharif,arunachal pradesh,2745.5,1.165882353,157.44,0.38
15381,other  rabi pulses,2017,rabi,arunachal pradesh,2745.5,0.764666667,157.44,0.38
15382,other kharif pulses,2017,kharif,arunachal pradesh,2745.5,0.8875,157.44,0.38
15383,peas & beans (pulses),2017,kharif,arunachal pradesh,2745.5,0.952631579,157.44,0.38
15384,peas & beans (pulses),2017,rabi,arunachal pradesh,2745.5,1.537894737,157.44000000000003,0.37999999999999995
15385,potato,2017,whole year,arunachal pradesh,2745.5,6.7155,157.44,0.38
15386,rapeseed &mustard,2017,rabi,arunachal pradesh,2745.5,1.221578947,157.44,0.38
15387,rice,2017,kharif,arunachal pradesh,2745.5,1.6915,157.44,0.38
15388,sesamum,2017,kharif,arunachal pradesh,2745.5,0.83125,157.44,0.38
15389,small millets,2017,kharif,arunachal pradesh,2745.5,0.9945,157.44,0.38
15390,soyabean,2017,kharif,arunachal pradesh,2745.5,1.516842105,157.44,0.38
15391,sugarcane,2017,whole year,arunachal pradesh,2745.5,22.44230769,157.44,0.38
15392,sunflower,2017,kharif,arunachal pradesh,2745.5,0.781,157.44,0.38
15393,turmeric,2017,whole year,arunachal pradesh,2745.5,4.398,157.44,0.38
15394,urad,2017,kharif,arunachal pradesh,2745.5,0.949444444,157.44,0.38
15395,urad,2017,rabi,arunachal pradesh,2745.5,0.96,157.44,0.37999999999999995
15396,wheat,2017,rabi,arunachal pradesh,2745.5,2.102,157.44,0.38
15397,other oilseeds,2017,kharif,arunachal pradesh,2745.5,1.14,157.44,0.38
15398,arhar/tur,2017,kharif,bihar,1112.0,1.773939394,157.44,0.38
15399,bajra,2017,kharif,bihar,1112.0,1.128,157.44,0.38
15400,barley,2017,rabi,bihar,1112.0,1.567857143,157.44,0.38
15401,castor seed,2017,kharif,bihar,1112.0,1.0,157.44,0.38
15402,coriander,2017,whole year,bihar,1112.0,0.896538462,157.44,0.38
15403,garlic,2017,whole year,bihar,1112.0,1.531851852,157.44,0.38
15404,ginger,2017,whole year,bihar,1112.0,1.86375,157.44,0.38
15405,gram,2017,rabi,bihar,1112.0,1.131935484,157.44,0.38
15406,groundnut,2017,kharif,bihar,1112.0,1.0125,157.44,0.38
15407,horse-gram,2017,kharif,bihar,1112.0,0.914666667,157.44,0.38
